t	x	y	pressure	penup	azimuth	inclination	v_x	v_y
0.000000	24.980000	32.060000	522.000000	1.000000	152.000000	59.000000	0.000000	0.000000
0.010000	23.950000	32.570000	669.000000	0.000000	153.000000	59.000000	-103.000000	51.000000
0.020000	22.940000	32.850000	845.000000	0.000000	154.000000	58.000000	-101.000000	28.000000
0.030000	21.740000	33.180000	950.000000	0.000000	156.000000	59.000000	-120.000000	33.000000
0.040000	20.410000	33.180000	1005.000000	0.000000	156.000000	59.000000	-133.000000	0.000000
0.050000	19.070000	33.090000	1023.000000	0.000000	156.000000	59.000000	-134.000000	-9.000000
0.060000	17.750000	32.860000	1023.000000	0.000000	157.000000	58.000000	-132.000000	-23.000000
0.070000	16.880000	32.600000	1023.000000	0.000000	157.000000	58.000000	-87.000000	-26.000000
0.080000	16.300000	32.260000	1023.000000	0.000000	157.000000	58.000000	-58.000000	-34.000000
0.090000	15.880000	31.860000	1023.000000	0.000000	157.000000	58.000000	-42.000000	-40.000000
0.100000	15.880000	31.400000	1023.000000	0.000000	158.000000	58.000000	0.000000	-46.000000
0.110000	16.090000	30.940000	1023.000000	0.000000	158.000000	58.000000	21.000000	-46.000000
0.120000	16.710000	30.530000	1023.000000	0.000000	158.000000	58.000000	62.000000	-41.000000
0.130000	17.830000	30.270000	1023.000000	0.000000	158.000000	58.000000	112.000000	-26.000000
0.140000	19.270000	30.090000	1023.000000	0.000000	157.000000	58.000000	144.000000	-18.000000
0.150000	20.780000	29.910000	1023.000000	0.000000	157.000000	58.000000	151.000000	-18.000000
0.160000	21.690000	29.530000	1023.000000	0.000000	157.000000	58.000000	91.000000	-38.000000
0.170000	22.210000	29.010000	1023.000000	0.000000	157.000000	58.000000	52.000000	-52.000000
0.180000	22.210000	28.500000	1023.000000	0.000000	157.000000	58.000000	0.000000	-51.000000
0.190000	21.580000	27.760000	1023.000000	0.000000	156.000000	59.000000	-63.000000	-74.000000
0.200000	20.480000	26.860000	1023.000000	0.000000	156.000000	59.000000	-110.000000	-90.000000
0.210000	19.020000	26.180000	1023.000000	0.000000	156.000000	59.000000	-146.000000	-68.000000
0.220000	17.910000	25.800000	1023.000000	0.000000	155.000000	60.000000	-111.000000	-38.000000
0.230000	17.030000	25.630000	1023.000000	0.000000	154.000000	60.000000	-88.000000	-17.000000
0.240000	16.260000	25.630000	1023.000000	0.000000	155.000000	62.000000	-77.000000	0.000000
0.250000	15.750000	25.910000	1023.000000	0.000000	155.000000	62.000000	-51.000000	28.000000
0.260000	15.420000	26.330000	1023.000000	0.000000	154.000000	63.000000	-33.000000	42.000000
0.270000	15.040000	26.650000	1023.000000	0.000000	155.000000	63.000000	-38.000000	32.000000
0.280000	15.040000	26.990000	985.000000	0.000000	157.000000	63.000000	0.000000	34.000000
0.290000	15.200000	27.410000	722.000000	0.000000	157.000000	63.000000	16.000000	42.000000
0.300000	15.720000	27.880000	1.000000	1.000000	159.000000	64.000000	0.000000	0.000000
0.310000	15.720000	27.880000	0.000000	0.000000	158.000000	62.000000	0.000000	0.000000
0.320000	17.490000	28.230000	0.000000	0.000000	158.000000	62.000000	177.000000	35.000000
0.330000	18.340000	28.230000	0.000000	0.000000	156.000000	62.000000	85.000000	0.000000
0.340000	19.210000	28.230000	0.000000	0.000000	155.000000	62.000000	87.000000	0.000000
0.350000	20.140000	28.180000	0.000000	0.000000	151.000000	61.000000	93.000000	-5.000000
0.360000	21.060000	28.180000	0.000000	0.000000	150.000000	60.000000	92.000000	0.000000
0.370000	21.970000	28.080000	0.000000	0.000000	147.000000	61.000000	91.000000	-10.000000
0.380000	22.630000	28.000000	0.000000	0.000000	145.000000	60.000000	66.000000	-8.000000
0.390000	23.140000	27.930000	0.000000	0.000000	144.000000	61.000000	51.000000	-7.000000
0.400000	23.390000	27.870000	0.000000	0.000000	141.000000	61.000000	25.000000	-6.000000
0.410000	23.490000	27.810000	0.000000	0.000000	141.000000	61.000000	10.000000	-6.000000
0.420000	23.490000	27.740000	0.000000	0.000000	141.000000	63.000000	0.000000	-7.000000
0.430000	23.540000	27.740000	0.000000	0.000000	141.000000	63.000000	5.000000	0.000000
0.440000	23.610000	27.740000	0.000000	0.000000	141.000000	63.000000	7.000000	0.000000
0.450000	23.750000	27.850000	0.000000	0.000000	143.000000	63.000000	14.000000	11.000000
