t	x	y	pressure	penup	azimuth	inclination	v_x	v_y
0.000000	11.970000	44.530000	241.000000	1.000000	137.000000	66.000000	0.000000	0.000000
0.010000	11.970000	44.530000	443.000000	0.000000	137.000000	66.000000	0.000000	0.000000
0.020000	11.970000	44.530000	591.000000	0.000000	137.000000	66.000000	0.000000	0.000000
0.030000	11.970000	44.530000	671.000000	0.000000	137.000000	66.000000	0.000000	0.000000
0.040000	12.500000	44.940000	700.000000	0.000000	137.000000	66.000000	53.000000	41.000000
0.050000	13.020000	45.280000	702.000000	0.000000	139.000000	67.000000	52.000000	34.000000
0.060000	13.970000	45.790000	697.000000	0.000000	139.000000	67.000000	95.000000	51.000000
0.070000	15.100000	46.250000	699.000000	0.000000	139.000000	67.000000	113.000000	46.000000
0.080000	16.340000	46.420000	697.000000	0.000000	140.000000	67.000000	124.000000	17.000000
0.090000	17.280000	46.420000	676.000000	0.000000	140.000000	67.000000	94.000000	0.000000
0.100000	17.670000	46.120000	675.000000	0.000000	140.000000	67.000000	39.000000	-30.000000
0.110000	17.670000	45.830000	690.000000	0.000000	142.000000	68.000000	0.000000	-29.000000
0.120000	17.310000	45.400000	684.000000	0.000000	142.000000	68.000000	-36.000000	-43.000000
0.130000	16.560000	44.880000	679.000000	0.000000	142.000000	68.000000	-75.000000	-52.000000
0.140000	15.560000	44.410000	641.000000	0.000000	142.000000	68.000000	-100.000000	-47.000000
0.150000	14.780000	44.060000	480.000000	0.000000	142.000000	68.000000	-78.000000	-35.000000
0.160000	14.320000	43.800000	15.000000	0.000000	142.000000	68.000000	-46.000000	-26.000000
0.170000	14.320000	43.800000	0.000000	1.000000	142.000000	68.000000	0.000000	0.000000
0.180000	14.120000	43.530000	0.000000	0.000000	142.000000	68.000000	-20.000000	-27.000000
0.190000	14.350000	43.450000	0.000000	0.000000	142.000000	68.000000	23.000000	-8.000000
0.200000	14.700000	43.390000	0.000000	0.000000	142.000000	68.000000	35.000000	-6.000000
0.210000	15.100000	43.310000	0.000000	0.000000	144.000000	67.000000	40.000000	-8.000000
0.220000	15.510000	43.230000	0.000000	0.000000	144.000000	67.000000	41.000000	-8.000000
0.230000	15.770000	43.230000	0.000000	0.000000	144.000000	67.000000	26.000000	0.000000
0.240000	15.920000	43.180000	0.000000	0.000000	144.000000	67.000000	15.000000	-5.000000
0.250000	16.050000	43.240000	0.000000	0.000000	146.000000	67.000000	13.000000	6.000000
0.260000	16.160000	43.310000	0.000000	0.000000	146.000000	67.000000	11.000000	7.000000
0.270000	16.250000	43.370000	0.000000	0.000000	146.000000	67.000000	9.000000	6.000000
0.280000	16.330000	43.450000	0.000000	0.000000	146.000000	67.000000	8.000000	8.000000
0.290000	16.330000	43.450000	34.000000	1.000000	146.000000	67.000000	0.000000	0.000000
0.300000	16.580000	43.610000	247.000000	0.000000	142.000000	68.000000	25.000000	16.000000
0.310000	16.670000	43.750000	472.000000	0.000000	142.000000	68.000000	9.000000	14.000000
0.320000	16.670000	43.810000	655.000000	0.000000	142.000000	68.000000	0.000000	6.000000
0.330000	16.670000	43.810000	796.000000	0.000000	140.000000	67.000000	0.000000	0.000000
0.340000	16.570000	43.810000	853.000000	0.000000	140.000000	67.000000	-10.000000	0.000000
0.350000	16.450000	43.750000	912.000000	0.000000	139.000000	68.000000	-12.000000	-6.000000
0.360000	16.130000	43.610000	924.000000	0.000000	137.000000	67.000000	-32.000000	-14.000000
0.370000	15.700000	43.260000	939.000000	0.000000	139.000000	68.000000	-43.000000	-35.000000
0.380000	15.190000	42.790000	917.000000	0.000000	139.000000	68.000000	-51.000000	-47.000000
0.390000	14.890000	42.480000	900.000000	0.000000	139.000000	68.000000	-30.000000	-31.000000
0.400000	14.820000	42.210000	818.000000	0.000000	140.000000	67.000000	-7.000000	-27.000000
0.410000	14.890000	41.980000	728.000000	0.000000	140.000000	67.000000	7.000000	-23.000000
0.420000	15.070000	41.870000	592.000000	0.000000	140.000000	67.000000	18.000000	-11.000000
0.430000	15.460000	41.990000	363.000000	0.000000	140.000000	67.000000	39.000000	12.000000
0.440000	16.000000	42.270000	170.000000	0.000000	140.000000	67.000000	54.000000	28.000000
0.450000	16.440000	42.650000	139.000000	0.000000	140.000000	67.000000	44.000000	38.000000
0.460000	16.790000	43.040000	149.000000	0.000000	140.000000	67.000000	35.000000	39.000000
0.470000	17.070000	43.390000	233.000000	0.000000	140.000000	67.000000	28.000000	35.000000
0.480000	17.200000	43.680000	392.000000	0.000000	140.000000	67.000000	13.000000	29.000000
0.490000	17.200000	43.740000	522.000000	0.000000	140.000000	67.000000	0.000000	6.000000
0.500000	17.020000	43.680000	617.000000	0.000000	140.000000	67.000000	-18.000000	-6.000000
0.510000	16.890000	43.500000	667.000000	0.000000	140.000000	67.000000	-13.000000	-18.000000
0.520000	16.720000	43.070000	669.000000	0.000000	140.000000	67.000000	-17.000000	-43.000000
0.530000	16.510000	42.470000	665.000000	0.000000	140.000000	67.000000	-21.000000	-60.000000
0.540000	16.560000	42.100000	591.000000	0.000000	140.000000	67.000000	5.000000	-37.000000
0.550000	16.860000	41.840000	356.000000	0.000000	140.000000	67.000000	30.000000	-26.000000
0.560000	16.860000	41.840000	0.000000	1.000000	140.000000	67.000000	0.000000	0.000000
0.570000	17.820000	41.770000	0.000000	0.000000	140.000000	67.000000	96.000000	-7.000000
0.580000	18.300000	41.960000	0.000000	0.000000	140.000000	67.000000	48.000000	19.000000
0.590000	18.650000	42.200000	0.000000	0.000000	140.000000	67.000000	35.000000	24.000000
0.600000	18.910000	42.420000	0.000000	0.000000	142.000000	68.000000	26.000000	22.000000
0.610000	19.100000	42.610000	0.000000	0.000000	142.000000	68.000000	19.000000	19.000000
0.620000	19.190000	42.730000	0.000000	0.000000	142.000000	68.000000	9.000000	12.000000
0.630000	19.190000	42.730000	281.000000	1.000000	145.000000	68.000000	0.000000	0.000000
0.640000	19.190000	42.730000	475.000000	0.000000	145.000000	68.000000	0.000000	0.000000
0.650000	19.100000	43.000000	588.000000	0.000000	145.000000	68.000000	-9.000000	27.000000
0.660000	19.100000	43.120000	664.000000	0.000000	145.000000	68.000000	0.000000	12.000000
0.670000	19.020000	43.120000	754.000000	0.000000	145.000000	68.000000	-8.000000	0.000000
0.680000	18.940000	43.120000	793.000000	0.000000	145.000000	68.000000	-8.000000	0.000000
0.690000	18.830000	43.040000	825.000000	0.000000	145.000000	68.000000	-11.000000	-8.000000
0.700000	18.510000	42.770000	861.000000	0.000000	145.000000	68.000000	-32.000000	-27.000000
0.710000	18.200000	42.350000	857.000000	0.000000	145.000000	68.000000	-31.000000	-42.000000
0.720000	18.080000	42.040000	845.000000	0.000000	145.000000	68.000000	-12.000000	-31.000000
0.730000	18.080000	41.700000	803.000000	0.000000	145.000000	68.000000	0.000000	-34.000000
0.740000	18.280000	41.500000	770.000000	0.000000	145.000000	68.000000	20.000000	-20.000000
0.750000	18.520000	41.390000	716.000000	0.000000	142.000000	68.000000	24.000000	-11.000000
0.760000	18.820000	41.390000	628.000000	0.000000	142.000000	68.000000	30.000000	0.000000
0.770000	19.110000	41.480000	535.000000	0.000000	142.000000	68.000000	29.000000	9.000000
0.780000	19.270000	41.700000	522.000000	0.000000	145.000000	68.000000	16.000000	22.000000
0.790000	19.360000	41.980000	515.000000	0.000000	145.000000	68.000000	9.000000	28.000000
0.800000	19.360000	42.250000	539.000000	0.000000	145.000000	68.000000	0.000000	27.000000
0.810000	19.210000	42.510000	586.000000	0.000000	145.000000	68.000000	-15.000000	26.000000
0.820000	19.060000	42.640000	614.000000	0.000000	145.000000	68.000000	-15.000000	13.000000
0.830000	19.000000	42.690000	630.000000	0.000000	145.000000	68.000000	-6.000000	5.000000
0.840000	19.000000	42.690000	638.000000	0.000000	145.000000	68.000000	0.000000	0.000000
0.850000	19.160000	42.690000	638.000000	0.000000	145.000000	68.000000	16.000000	0.000000
0.860000	19.460000	42.690000	624.000000	0.000000	145.000000	68.000000	30.000000	0.000000
0.870000	19.920000	42.820000	614.000000	0.000000	145.000000	68.000000	46.000000	13.000000
0.880000	20.390000	42.990000	574.000000	0.000000	145.000000	68.000000	47.000000	17.000000
0.890000	20.760000	43.230000	541.000000	0.000000	145.000000	68.000000	37.000000	24.000000
0.900000	21.050000	43.530000	489.000000	0.000000	147.000000	69.000000	29.000000	30.000000
0.910000	21.250000	43.850000	441.000000	0.000000	147.000000	69.000000	20.000000	32.000000
0.920000	21.350000	44.280000	435.000000	0.000000	147.000000	69.000000	10.000000	43.000000
0.930000	21.350000	44.780000	443.000000	0.000000	149.000000	69.000000	0.000000	50.000000
0.940000	21.410000	45.400000	505.000000	0.000000	149.000000	69.000000	6.000000	62.000000
0.950000	21.350000	45.990000	613.000000	0.000000	149.000000	69.000000	-6.000000	59.000000
0.960000	21.230000	46.190000	696.000000	0.000000	149.000000	69.000000	-12.000000	20.000000
0.970000	21.080000	46.130000	751.000000	0.000000	149.000000	69.000000	-15.000000	-6.000000
0.980000	20.830000	45.730000	793.000000	0.000000	149.000000	69.000000	-25.000000	-40.000000
0.990000	20.500000	44.940000	824.000000	0.000000	149.000000	69.000000	-33.000000	-79.000000
1.000000	20.040000	43.890000	854.000000	0.000000	149.000000	69.000000	-46.000000	-105.000000
1.010000	19.600000	42.690000	860.000000	0.000000	149.000000	69.000000	-44.000000	-120.000000
1.020000	19.450000	41.910000	825.000000	0.000000	149.000000	69.000000	-15.000000	-78.000000
1.030000	19.450000	41.410000	728.000000	0.000000	149.000000	69.000000	0.000000	-50.000000
1.040000	19.740000	41.180000	496.000000	0.000000	149.000000	69.000000	29.000000	-23.000000
