t	x	y	pressure	penup	azimuth	inclination	v_x	v_y
0.000000	17.230000	10.450000	119.000000	1.000000	143.000000	45.000000	0.000000	0.000000
0.010000	17.090000	9.990000	148.000000	0.000000	142.000000	45.000000	-14.000000	-46.000000
0.020000	16.930000	10.080000	137.000000	0.000000	142.000000	47.000000	-16.000000	9.000000
0.030000	16.760000	10.130000	215.000000	0.000000	140.000000	48.000000	-17.000000	5.000000
0.040000	16.760000	10.330000	247.000000	0.000000	139.000000	48.000000	0.000000	20.000000
0.050000	16.760000	10.620000	277.000000	0.000000	139.000000	48.000000	0.000000	29.000000
0.060000	16.910000	11.280000	315.000000	0.000000	138.000000	49.000000	15.000000	66.000000
0.070000	17.170000	12.280000	335.000000	0.000000	137.000000	50.000000	26.000000	100.000000
0.080000	17.520000	13.510000	345.000000	0.000000	137.000000	50.000000	35.000000	123.000000
0.090000	17.850000	14.600000	336.000000	0.000000	137.000000	50.000000	33.000000	109.000000
0.100000	18.160000	15.640000	336.000000	0.000000	137.000000	50.000000	31.000000	104.000000
0.110000	18.420000	16.410000	339.000000	0.000000	136.000000	50.000000	26.000000	77.000000
0.120000	18.550000	17.030000	325.000000	0.000000	136.000000	50.000000	13.000000	62.000000
0.130000	18.550000	17.080000	305.000000	0.000000	135.000000	51.000000	0.000000	5.000000
0.140000	18.630000	16.840000	309.000000	0.000000	135.000000	51.000000	8.000000	-24.000000
0.150000	18.690000	16.420000	314.000000	0.000000	134.000000	50.000000	6.000000	-42.000000
0.160000	18.780000	15.380000	317.000000	0.000000	134.000000	50.000000	9.000000	-104.000000
0.170000	18.830000	14.390000	319.000000	0.000000	135.000000	50.000000	5.000000	-99.000000
0.180000	18.930000	13.440000	324.000000	0.000000	135.000000	51.000000	10.000000	-95.000000
0.190000	19.080000	12.680000	324.000000	0.000000	135.000000	51.000000	15.000000	-76.000000
0.200000	19.390000	12.300000	330.000000	0.000000	136.000000	50.000000	31.000000	-38.000000
0.210000	19.790000	12.180000	336.000000	0.000000	137.000000	51.000000	40.000000	-12.000000
0.220000	20.350000	12.550000	359.000000	0.000000	137.000000	51.000000	56.000000	37.000000
0.230000	21.100000	13.550000	379.000000	0.000000	137.000000	51.000000	75.000000	100.000000
0.240000	21.980000	14.970000	394.000000	0.000000	136.000000	51.000000	88.000000	142.000000
0.250000	22.590000	16.600000	407.000000	0.000000	135.000000	51.000000	61.000000	163.000000
0.260000	22.890000	18.250000	405.000000	0.000000	134.000000	50.000000	30.000000	165.000000
0.270000	22.990000	19.910000	396.000000	0.000000	134.000000	50.000000	10.000000	166.000000
