t	x	y	pressure	penup	azimuth	inclination	v_x	v_y
0.000000	30.060000	45.970000	255.000000	1.000000	297.000000	54.000000	0.000000	0.000000
0.010000	30.060000	45.970000	392.000000	0.000000	295.000000	54.000000	0.000000	0.000000
0.020000	30.060000	46.360000	475.000000	0.000000	295.000000	54.000000	0.000000	39.000000
0.030000	30.060000	46.520000	543.000000	0.000000	295.000000	54.000000	0.000000	16.000000
0.040000	30.060000	46.680000	594.000000	0.000000	294.000000	55.000000	0.000000	16.000000
0.050000	30.060000	46.790000	647.000000	0.000000	294.000000	55.000000	0.000000	11.000000
0.060000	30.060000	46.860000	716.000000	0.000000	294.000000	55.000000	0.000000	7.000000
0.070000	30.060000	46.920000	768.000000	0.000000	292.000000	55.000000	0.000000	6.000000
0.080000	30.060000	46.920000	817.000000	0.000000	293.000000	56.000000	0.000000	0.000000
0.090000	30.060000	46.920000	858.000000	0.000000	292.000000	56.000000	0.000000	0.000000
0.100000	30.060000	46.920000	861.000000	0.000000	292.000000	56.000000	0.000000	0.000000
0.110000	30.060000	46.830000	870.000000	0.000000	292.000000	56.000000	0.000000	-9.000000
0.120000	30.010000	46.690000	870.000000	0.000000	292.000000	56.000000	-5.000000	-14.000000
0.130000	30.010000	46.410000	864.000000	0.000000	292.000000	56.000000	0.000000	-28.000000
0.140000	29.940000	45.990000	858.000000	0.000000	292.000000	56.000000	-7.000000	-42.000000
0.150000	29.940000	45.490000	861.000000	0.000000	292.000000	56.000000	0.000000	-50.000000
0.160000	29.870000	44.810000	855.000000	0.000000	292.000000	56.000000	-7.000000	-68.000000
0.170000	29.870000	44.130000	861.000000	0.000000	293.000000	56.000000	0.000000	-68.000000
0.180000	29.870000	43.460000	864.000000	0.000000	293.000000	56.000000	0.000000	-67.000000
0.190000	29.790000	43.020000	858.000000	0.000000	295.000000	55.000000	-8.000000	-44.000000
0.200000	29.790000	42.770000	863.000000	0.000000	295.000000	55.000000	0.000000	-25.000000
0.210000	29.740000	42.640000	863.000000	0.000000	296.000000	55.000000	-5.000000	-13.000000
0.220000	29.740000	42.700000	860.000000	0.000000	296.000000	55.000000	0.000000	6.000000
0.230000	29.800000	42.760000	860.000000	0.000000	296.000000	55.000000	6.000000	6.000000
0.240000	29.800000	42.970000	852.000000	0.000000	297.000000	55.000000	0.000000	21.000000
0.250000	29.860000	43.290000	831.000000	0.000000	297.000000	55.000000	6.000000	32.000000
0.260000	29.860000	43.660000	821.000000	0.000000	297.000000	55.000000	0.000000	37.000000
