t	x	y	pressure	penup	azimuth	inclination	v_x	v_y
0.000000	14.950000	31.680000	578.000000	1.000000	135.000000	82.000000	0.000000	0.000000
0.010000	15.000000	31.370000	611.000000	0.000000	135.000000	82.000000	5.000000	-31.000000
0.020000	15.000000	31.200000	627.000000	0.000000	131.000000	81.000000	0.000000	-17.000000
0.030000	14.950000	30.690000	637.000000	0.000000	135.000000	80.000000	-5.000000	-51.000000
0.040000	15.050000	29.960000	667.000000	0.000000	135.000000	80.000000	10.000000	-73.000000
0.050000	15.200000	29.120000	659.000000	0.000000	127.000000	80.000000	15.000000	-84.000000
0.060000	15.200000	28.360000	564.000000	0.000000	127.000000	80.000000	0.000000	-76.000000
0.070000	15.280000	27.650000	377.000000	0.000000	127.000000	80.000000	8.000000	-71.000000
0.080000	15.280000	27.650000	0.000000	1.000000	122.000000	81.000000	0.000000	0.000000
0.090000	15.460000	26.980000	0.000000	0.000000	116.000000	81.000000	18.000000	-67.000000
0.100000	15.460000	26.980000	0.000000	0.000000	116.000000	81.000000	0.000000	0.000000
0.110000	15.330000	27.290000	0.000000	0.000000	113.000000	82.000000	-13.000000	31.000000
0.120000	15.150000	27.630000	0.000000	0.000000	106.000000	83.000000	-18.000000	34.000000
0.130000	14.940000	28.020000	0.000000	0.000000	106.000000	83.000000	-21.000000	39.000000
0.140000	14.710000	28.500000	0.000000	0.000000	106.000000	83.000000	-23.000000	48.000000
0.150000	14.540000	28.990000	0.000000	0.000000	106.000000	83.000000	-17.000000	49.000000
0.160000	14.370000	29.480000	0.000000	0.000000	106.000000	83.000000	-17.000000	49.000000
0.170000	14.200000	29.850000	0.000000	0.000000	106.000000	83.000000	-17.000000	37.000000
0.180000	14.200000	29.850000	317.000000	1.000000	113.000000	82.000000	0.000000	0.000000
0.190000	13.770000	30.520000	364.000000	0.000000	110.000000	81.000000	-43.000000	67.000000
0.200000	13.550000	30.870000	341.000000	0.000000	116.000000	81.000000	-22.000000	35.000000
0.210000	13.340000	31.200000	463.000000	0.000000	122.000000	81.000000	-21.000000	33.000000
0.220000	13.340000	31.530000	543.000000	0.000000	127.000000	80.000000	0.000000	33.000000
0.230000	13.540000	31.860000	611.000000	0.000000	131.000000	79.000000	20.000000	33.000000
0.240000	14.020000	32.200000	678.000000	0.000000	131.000000	79.000000	48.000000	34.000000
0.250000	14.860000	32.540000	711.000000	0.000000	135.000000	79.000000	84.000000	34.000000
0.260000	15.950000	32.680000	762.000000	0.000000	135.000000	79.000000	109.000000	14.000000
0.270000	17.120000	32.560000	791.000000	0.000000	135.000000	79.000000	117.000000	-12.000000
0.280000	17.890000	32.280000	814.000000	0.000000	138.000000	78.000000	77.000000	-28.000000
0.290000	18.380000	31.770000	845.000000	0.000000	135.000000	77.000000	49.000000	-51.000000
0.300000	18.510000	31.230000	870.000000	0.000000	132.000000	77.000000	13.000000	-54.000000
0.310000	18.350000	30.680000	900.000000	0.000000	132.000000	75.000000	-16.000000	-55.000000
0.320000	17.990000	30.130000	914.000000	0.000000	132.000000	75.000000	-36.000000	-55.000000
0.330000	17.440000	29.760000	893.000000	0.000000	130.000000	75.000000	-55.000000	-37.000000
0.340000	16.760000	29.500000	857.000000	0.000000	130.000000	75.000000	-68.000000	-26.000000
0.350000	15.990000	29.420000	869.000000	0.000000	127.000000	75.000000	-77.000000	-8.000000
0.360000	15.140000	29.470000	866.000000	0.000000	127.000000	75.000000	-85.000000	5.000000
0.370000	14.890000	29.620000	808.000000	0.000000	129.000000	76.000000	-25.000000	15.000000
0.380000	15.030000	29.770000	779.000000	0.000000	129.000000	77.000000	14.000000	15.000000
0.390000	15.420000	29.880000	780.000000	0.000000	129.000000	77.000000	39.000000	11.000000
0.400000	16.130000	29.880000	790.000000	0.000000	125.000000	78.000000	71.000000	0.000000
0.410000	17.050000	29.880000	829.000000	0.000000	125.000000	78.000000	92.000000	0.000000
0.420000	18.120000	29.670000	867.000000	0.000000	125.000000	78.000000	107.000000	-21.000000
0.430000	18.940000	29.350000	882.000000	0.000000	125.000000	78.000000	82.000000	-32.000000
0.440000	19.600000	28.940000	939.000000	0.000000	122.000000	77.000000	66.000000	-41.000000
0.450000	19.820000	28.470000	976.000000	0.000000	122.000000	77.000000	22.000000	-47.000000
0.460000	19.700000	27.990000	1009.000000	0.000000	123.000000	76.000000	-12.000000	-48.000000
0.470000	19.360000	27.510000	1023.000000	0.000000	123.000000	76.000000	-34.000000	-48.000000
0.480000	18.720000	27.040000	1023.000000	0.000000	118.000000	75.000000	-64.000000	-47.000000
0.490000	17.670000	26.670000	1023.000000	0.000000	120.000000	76.000000	-105.000000	-37.000000
0.500000	16.340000	26.350000	1023.000000	0.000000	116.000000	77.000000	-133.000000	-32.000000
0.510000	14.940000	26.220000	947.000000	0.000000	118.000000	78.000000	-140.000000	-13.000000
0.520000	14.370000	26.390000	667.000000	0.000000	121.000000	78.000000	-57.000000	17.000000
0.530000	14.370000	26.390000	0.000000	1.000000	119.000000	80.000000	0.000000	0.000000
0.540000	14.660000	27.410000	0.000000	0.000000	119.000000	80.000000	29.000000	102.000000
0.550000	15.230000	28.010000	0.000000	0.000000	122.000000	81.000000	57.000000	60.000000
0.560000	15.990000	28.490000	0.000000	0.000000	116.000000	81.000000	76.000000	48.000000
0.570000	16.910000	28.880000	0.000000	0.000000	116.000000	81.000000	92.000000	39.000000
0.580000	17.920000	29.210000	0.000000	0.000000	114.000000	80.000000	101.000000	33.000000
0.590000	18.990000	29.420000	0.000000	0.000000	112.000000	79.000000	107.000000	21.000000
0.600000	19.940000	29.420000	0.000000	0.000000	108.000000	77.000000	95.000000	0.000000
0.610000	20.510000	29.360000	0.000000	0.000000	106.000000	75.000000	57.000000	-6.000000
0.620000	20.820000	29.160000	0.000000	0.000000	105.000000	75.000000	31.000000	-20.000000
0.630000	20.820000	28.950000	0.000000	0.000000	104.000000	74.000000	0.000000	-21.000000
0.640000	20.580000	28.740000	0.000000	0.000000	103.000000	73.000000	-24.000000	-21.000000
0.650000	20.250000	28.580000	0.000000	0.000000	103.000000	73.000000	-33.000000	-16.000000
0.660000	19.950000	28.440000	0.000000	0.000000	103.000000	73.000000	-30.000000	-14.000000
0.670000	19.650000	28.280000	0.000000	0.000000	103.000000	73.000000	-30.000000	-16.000000
0.680000	19.650000	28.280000	652.000000	1.000000	104.000000	74.000000	0.000000	0.000000
0.690000	19.150000	28.020000	658.000000	0.000000	104.000000	74.000000	-50.000000	-26.000000
0.700000	19.150000	28.020000	685.000000	0.000000	108.000000	74.000000	0.000000	0.000000
0.710000	19.210000	28.020000	762.000000	0.000000	108.000000	74.000000	6.000000	0.000000
0.720000	19.320000	28.020000	832.000000	0.000000	109.000000	75.000000	11.000000	0.000000
0.730000	19.660000	28.020000	846.000000	0.000000	109.000000	75.000000	34.000000	0.000000
0.740000	20.160000	28.220000	855.000000	0.000000	111.000000	76.000000	50.000000	20.000000
0.750000	20.740000	28.410000	860.000000	0.000000	114.000000	76.000000	58.000000	19.000000
0.760000	21.370000	28.690000	864.000000	0.000000	114.000000	76.000000	63.000000	28.000000
0.770000	22.020000	29.020000	866.000000	0.000000	116.000000	77.000000	65.000000	33.000000
0.780000	22.420000	29.280000	867.000000	0.000000	116.000000	77.000000	40.000000	26.000000
0.790000	22.550000	29.520000	891.000000	0.000000	116.000000	77.000000	13.000000	24.000000
0.800000	22.500000	29.620000	933.000000	0.000000	116.000000	77.000000	-5.000000	10.000000
0.810000	22.270000	29.620000	959.000000	0.000000	120.000000	76.000000	-23.000000	0.000000
0.820000	21.880000	29.620000	985.000000	0.000000	120.000000	76.000000	-39.000000	0.000000
0.830000	21.380000	29.350000	1023.000000	0.000000	120.000000	76.000000	-50.000000	-27.000000
0.840000	20.800000	28.960000	1023.000000	0.000000	123.000000	76.000000	-58.000000	-39.000000
0.850000	20.570000	28.310000	1023.000000	0.000000	123.000000	76.000000	-23.000000	-65.000000
0.860000	20.570000	27.730000	1023.000000	0.000000	120.000000	76.000000	0.000000	-58.000000
0.870000	20.650000	27.210000	1023.000000	0.000000	120.000000	76.000000	8.000000	-52.000000
0.880000	20.990000	26.920000	1023.000000	0.000000	116.000000	77.000000	34.000000	-29.000000
0.890000	21.490000	26.870000	1023.000000	0.000000	116.000000	77.000000	50.000000	-5.000000
0.900000	22.130000	26.990000	1023.000000	0.000000	112.000000	77.000000	64.000000	12.000000
0.910000	22.780000	27.410000	1023.000000	0.000000	112.000000	77.000000	65.000000	42.000000
0.920000	23.450000	27.810000	1023.000000	0.000000	114.000000	78.000000	67.000000	40.000000
0.930000	23.980000	28.240000	1023.000000	0.000000	114.000000	78.000000	53.000000	43.000000
0.940000	24.410000	28.710000	1023.000000	0.000000	114.000000	78.000000	43.000000	47.000000
0.950000	24.470000	28.830000	1023.000000	0.000000	116.000000	79.000000	6.000000	12.000000
0.960000	24.380000	28.780000	1023.000000	0.000000	116.000000	79.000000	-9.000000	-5.000000
0.970000	24.180000	28.620000	1023.000000	0.000000	116.000000	79.000000	-20.000000	-16.000000
0.980000	23.820000	28.110000	1023.000000	0.000000	116.000000	79.000000	-36.000000	-51.000000
0.990000	23.480000	27.700000	1023.000000	0.000000	121.000000	78.000000	-34.000000	-41.000000
