t	x	y	pressure	penup	azimuth	inclination	v_x	v_y
0.000000	106.830000	10.140000	51.000000	1.000000	153.000000	54.000000	0.000000	0.000000
0.010000	106.830000	10.140000	98.000000	0.000000	153.000000	54.000000	0.000000	0.000000
0.020000	106.830000	10.140000	137.000000	0.000000	153.000000	55.000000	0.000000	0.000000
0.030000	106.880000	10.420000	170.000000	0.000000	153.000000	55.000000	5.000000	28.000000
0.040000	106.960000	10.530000	180.000000	0.000000	153.000000	55.000000	8.000000	11.000000
0.050000	107.010000	10.700000	202.000000	0.000000	153.000000	55.000000	5.000000	17.000000
0.060000	107.080000	10.920000	211.000000	0.000000	153.000000	55.000000	7.000000	22.000000
0.070000	107.170000	11.230000	244.000000	0.000000	151.000000	54.000000	9.000000	31.000000
0.080000	107.270000	11.720000	245.000000	0.000000	151.000000	54.000000	10.000000	49.000000
0.090000	107.380000	12.340000	259.000000	0.000000	151.000000	54.000000	11.000000	62.000000
0.100000	107.500000	13.100000	274.000000	0.000000	151.000000	54.000000	12.000000	76.000000
0.110000	107.500000	13.650000	279.000000	0.000000	152.000000	54.000000	0.000000	55.000000
0.120000	107.500000	14.070000	285.000000	0.000000	152.000000	54.000000	0.000000	42.000000
0.130000	107.500000	14.280000	286.000000	0.000000	153.000000	53.000000	0.000000	21.000000
0.140000	107.500000	14.280000	306.000000	0.000000	153.000000	53.000000	0.000000	0.000000
0.150000	107.410000	14.220000	309.000000	0.000000	154.000000	52.000000	-9.000000	-6.000000
0.160000	107.230000	13.790000	312.000000	0.000000	154.000000	52.000000	-18.000000	-43.000000
0.170000	106.950000	13.300000	320.000000	0.000000	154.000000	52.000000	-28.000000	-49.000000
0.180000	106.610000	12.580000	329.000000	0.000000	154.000000	52.000000	-34.000000	-72.000000
0.190000	106.220000	11.740000	339.000000	0.000000	154.000000	52.000000	-39.000000	-84.000000
0.200000	105.660000	10.950000	344.000000	0.000000	154.000000	52.000000	-56.000000	-79.000000
0.210000	104.980000	10.210000	351.000000	0.000000	153.000000	53.000000	-68.000000	-74.000000
0.220000	104.100000	9.510000	359.000000	0.000000	152.000000	54.000000	-88.000000	-70.000000
0.230000	103.220000	8.780000	361.000000	0.000000	151.000000	54.000000	-88.000000	-73.000000
0.240000	102.340000	8.080000	359.000000	0.000000	151.000000	54.000000	-88.000000	-70.000000
0.250000	101.600000	7.520000	361.000000	0.000000	149.000000	55.000000	-74.000000	-56.000000
0.260000	101.040000	7.050000	361.000000	0.000000	149.000000	55.000000	-56.000000	-47.000000
0.270000	100.610000	6.790000	371.000000	0.000000	149.000000	55.000000	-43.000000	-26.000000
0.280000	100.240000	6.790000	366.000000	0.000000	149.000000	55.000000	-37.000000	0.000000
0.290000	99.890000	7.000000	367.000000	0.000000	147.000000	55.000000	-35.000000	21.000000
0.300000	99.580000	7.500000	377.000000	0.000000	147.000000	55.000000	-31.000000	50.000000
0.310000	99.450000	8.270000	377.000000	0.000000	147.000000	55.000000	-13.000000	77.000000
0.320000	99.450000	9.220000	364.000000	0.000000	146.000000	54.000000	0.000000	95.000000
