t	x	y	pressure	penup	azimuth	inclination	v_x	v_y
0.000000	48.350000	82.040000	122.000000	1.000000	148.000000	60.000000	0.000000	0.000000
0.010000	48.350000	82.040000	247.000000	0.000000	148.000000	60.000000	0.000000	0.000000
0.020000	48.350000	82.040000	327.000000	0.000000	150.000000	60.000000	0.000000	0.000000
0.030000	48.350000	82.040000	412.000000	0.000000	151.000000	60.000000	0.000000	0.000000
0.040000	48.350000	82.040000	469.000000	0.000000	151.000000	60.000000	0.000000	0.000000
0.050000	48.350000	82.040000	546.000000	0.000000	151.000000	60.000000	0.000000	0.000000
0.060000	48.350000	82.040000	595.000000	0.000000	151.000000	60.000000	0.000000	0.000000
0.070000	48.350000	82.040000	645.000000	0.000000	151.000000	60.000000	0.000000	0.000000
0.080000	48.640000	81.700000	667.000000	0.000000	151.000000	60.000000	29.000000	-34.000000
0.090000	48.640000	81.430000	693.000000	0.000000	152.000000	60.000000	0.000000	-27.000000
0.100000	48.690000	81.110000	699.000000	0.000000	152.000000	60.000000	5.000000	-32.000000
0.110000	48.690000	80.740000	702.000000	0.000000	152.000000	60.000000	0.000000	-37.000000
0.120000	48.740000	80.320000	700.000000	0.000000	152.000000	60.000000	5.000000	-42.000000
0.130000	48.740000	79.910000	687.000000	0.000000	151.000000	61.000000	0.000000	-41.000000
0.140000	48.840000	79.590000	658.000000	0.000000	151.000000	61.000000	10.000000	-32.000000
0.150000	48.910000	79.330000	592.000000	0.000000	151.000000	61.000000	7.000000	-26.000000
0.160000	48.990000	79.180000	456.000000	0.000000	151.000000	61.000000	8.000000	-15.000000
0.170000	48.990000	79.090000	237.000000	0.000000	151.000000	61.000000	0.000000	-9.000000
0.180000	48.990000	79.090000	0.000000	1.000000	151.000000	61.000000	0.000000	0.000000
0.190000	48.810000	79.030000	0.000000	0.000000	151.000000	61.000000	-18.000000	-6.000000
0.200000	48.680000	79.120000	0.000000	0.000000	151.000000	61.000000	-13.000000	9.000000
0.210000	48.510000	79.280000	0.000000	0.000000	151.000000	61.000000	-17.000000	16.000000
0.220000	48.350000	79.570000	0.000000	0.000000	151.000000	61.000000	-16.000000	29.000000
0.230000	48.180000	79.880000	0.000000	0.000000	150.000000	60.000000	-17.000000	31.000000
0.240000	48.010000	80.210000	0.000000	0.000000	150.000000	60.000000	-17.000000	33.000000
0.250000	47.840000	80.570000	0.000000	0.000000	147.000000	61.000000	-17.000000	36.000000
0.260000	47.670000	80.910000	0.000000	0.000000	147.000000	61.000000	-17.000000	34.000000
0.270000	47.500000	81.190000	0.000000	0.000000	145.000000	60.000000	-17.000000	28.000000
0.280000	47.500000	81.190000	310.000000	1.000000	145.000000	60.000000	0.000000	0.000000
0.290000	47.340000	81.680000	344.000000	0.000000	145.000000	60.000000	-16.000000	49.000000
0.300000	47.200000	81.930000	456.000000	0.000000	144.000000	60.000000	-14.000000	25.000000
0.310000	47.200000	82.120000	521.000000	0.000000	145.000000	59.000000	0.000000	19.000000
0.320000	47.150000	82.280000	556.000000	0.000000	145.000000	59.000000	-5.000000	16.000000
0.330000	47.220000	82.450000	591.000000	0.000000	145.000000	59.000000	7.000000	17.000000
0.340000	47.430000	82.630000	599.000000	0.000000	146.000000	58.000000	21.000000	18.000000
0.350000	47.710000	82.810000	614.000000	0.000000	146.000000	58.000000	28.000000	18.000000
0.360000	48.040000	82.930000	611.000000	0.000000	146.000000	58.000000	33.000000	12.000000
0.370000	48.440000	83.050000	617.000000	0.000000	147.000000	59.000000	40.000000	12.000000
0.380000	48.950000	83.150000	617.000000	0.000000	149.000000	58.000000	51.000000	10.000000
0.390000	49.440000	83.230000	620.000000	0.000000	149.000000	58.000000	49.000000	8.000000
0.400000	49.910000	83.230000	614.000000	0.000000	150.000000	58.000000	47.000000	0.000000
0.410000	50.430000	83.230000	617.000000	0.000000	150.000000	58.000000	52.000000	0.000000
0.420000	50.670000	83.150000	600.000000	0.000000	152.000000	59.000000	24.000000	-8.000000
0.430000	50.730000	83.000000	588.000000	0.000000	152.000000	59.000000	6.000000	-15.000000
0.440000	50.780000	82.770000	588.000000	0.000000	152.000000	59.000000	5.000000	-23.000000
0.450000	50.780000	82.520000	566.000000	0.000000	152.000000	59.000000	0.000000	-25.000000
0.460000	50.660000	82.160000	551.000000	0.000000	152.000000	59.000000	-12.000000	-36.000000
0.470000	50.450000	81.790000	535.000000	0.000000	152.000000	59.000000	-21.000000	-37.000000
0.480000	50.240000	81.430000	512.000000	0.000000	152.000000	59.000000	-21.000000	-36.000000
0.490000	50.010000	81.080000	495.000000	0.000000	151.000000	60.000000	-23.000000	-35.000000
0.500000	49.770000	80.820000	461.000000	0.000000	151.000000	60.000000	-24.000000	-26.000000
0.510000	49.490000	80.560000	371.000000	0.000000	151.000000	60.000000	-28.000000	-26.000000
0.520000	49.210000	80.310000	177.000000	0.000000	151.000000	60.000000	-28.000000	-25.000000
0.530000	49.210000	80.310000	0.000000	1.000000	151.000000	61.000000	0.000000	0.000000
0.540000	48.780000	80.050000	0.000000	0.000000	151.000000	61.000000	-43.000000	-26.000000
0.550000	48.780000	80.050000	0.000000	0.000000	151.000000	61.000000	0.000000	0.000000
0.560000	48.900000	80.140000	0.000000	0.000000	150.000000	62.000000	12.000000	9.000000
0.570000	49.080000	80.240000	0.000000	0.000000	150.000000	62.000000	18.000000	10.000000
0.580000	49.330000	80.320000	0.000000	0.000000	148.000000	61.000000	25.000000	8.000000
0.590000	49.710000	80.390000	0.000000	0.000000	147.000000	62.000000	38.000000	7.000000
0.600000	50.150000	80.390000	0.000000	0.000000	146.000000	62.000000	44.000000	0.000000
0.610000	50.590000	80.390000	0.000000	0.000000	146.000000	62.000000	44.000000	0.000000
0.620000	51.010000	80.390000	0.000000	0.000000	144.000000	61.000000	42.000000	0.000000
0.630000	51.440000	80.330000	0.000000	0.000000	142.000000	61.000000	43.000000	-6.000000
0.640000	51.800000	80.330000	0.000000	0.000000	142.000000	61.000000	36.000000	0.000000
0.650000	52.120000	80.420000	0.000000	0.000000	142.000000	61.000000	32.000000	9.000000
0.660000	52.350000	80.540000	0.000000	0.000000	141.000000	60.000000	23.000000	12.000000
0.670000	52.500000	80.670000	0.000000	0.000000	141.000000	60.000000	15.000000	13.000000
0.680000	52.500000	80.670000	0.000000	0.000000	142.000000	61.000000	0.000000	0.000000
0.690000	52.500000	80.670000	119.000000	1.000000	142.000000	61.000000	0.000000	0.000000
0.700000	52.890000	80.980000	205.000000	0.000000	142.000000	61.000000	39.000000	31.000000
0.710000	52.540000	81.040000	273.000000	0.000000	144.000000	60.000000	-35.000000	6.000000
0.720000	52.460000	81.040000	400.000000	0.000000	144.000000	60.000000	-8.000000	0.000000
0.730000	52.370000	81.100000	489.000000	0.000000	144.000000	60.000000	-9.000000	6.000000
0.740000	52.270000	81.100000	560.000000	0.000000	144.000000	60.000000	-10.000000	0.000000
0.750000	52.170000	81.100000	614.000000	0.000000	145.000000	60.000000	-10.000000	0.000000
0.760000	52.080000	81.100000	638.000000	0.000000	146.000000	60.000000	-9.000000	0.000000
0.770000	51.980000	81.100000	667.000000	0.000000	146.000000	60.000000	-10.000000	0.000000
0.780000	51.880000	81.100000	696.000000	0.000000	146.000000	60.000000	-10.000000	0.000000
0.790000	51.790000	81.100000	717.000000	0.000000	146.000000	60.000000	-9.000000	0.000000
0.800000	51.720000	81.100000	725.000000	0.000000	146.000000	60.000000	-7.000000	0.000000
0.810000	51.500000	81.010000	730.000000	0.000000	146.000000	60.000000	-22.000000	-9.000000
0.820000	51.170000	80.860000	733.000000	0.000000	146.000000	60.000000	-33.000000	-15.000000
0.830000	50.860000	80.650000	728.000000	0.000000	146.000000	60.000000	-31.000000	-21.000000
0.840000	50.550000	80.440000	730.000000	0.000000	146.000000	60.000000	-31.000000	-21.000000
0.850000	50.260000	80.260000	730.000000	0.000000	146.000000	60.000000	-29.000000	-18.000000
0.860000	50.130000	80.110000	724.000000	0.000000	146.000000	60.000000	-13.000000	-15.000000
0.870000	50.130000	79.970000	699.000000	0.000000	146.000000	60.000000	0.000000	-14.000000
0.880000	50.130000	79.850000	684.000000	0.000000	146.000000	60.000000	0.000000	-12.000000
0.890000	50.130000	79.700000	665.000000	0.000000	146.000000	60.000000	0.000000	-15.000000
0.900000	50.130000	79.590000	636.000000	0.000000	145.000000	60.000000	0.000000	-11.000000
0.910000	50.130000	79.590000	627.000000	0.000000	145.000000	60.000000	0.000000	0.000000
